ProjectID,Year,Region,ProjectType,TotalSpending,PrePlanningSpending,DesignSpending,ConstructionSpending,ProjectDuration,NumberOfStakeholders,QualityAssuranceScore,RiskLevel,ComplianceStatus,NumberOfChangeOrders,NumberOfInspections
PROJ02567,2019,Sur,Residencial,11108282.81,1310041.02,1354949.08,8443292.71,26,41,10,Bajo,Cumplido,5,10
PROJ02568,2021,Sur,Residencial,55558549.04,6445212.29,10832294.33,38281042.42,45,34,4,Medio,Cumplido,4,9
PROJ02569,2019,Oeste,Infraestructura,2643926.07,220842.24,381226.6,2041857.23,60,23,3,Bajo,Cumplido,6,13
PROJ02570,2015,Norte,Infraestructura,21225245.14,2211336.19,4096938.02,14916970.93,22,40,4,Bajo,Cumplido,4,13
PROJ02571,2017,Sur,Industrial,45751515.78,4044854.53,8936980.23,32769681.02,39,34,3,Alto,Cumplido,2,10
PROJ02572,2023,Este,Infraestructura,24119227.51,2280720.66,3937064.94,17901441.91,44,42,8,Bajo,Cumplido,1,10
PROJ02573,2022,Sur,Residencial,72819942.69,5305581.74,7732035.38,59782325.57,37,30,2,Bajo,Cumplido,2,1
PROJ02574,2023,Oeste,Residencial,100000000.0,9975454.03,11361429.69,78663116.28,48,21,10,Bajo,Cumplido,4,7
PROJ02575,2021,Centro,Residencial,46263268.24,2472314.26,6336506.61,37454447.370000005,43,44,8,Bajo,Cumplido,3,14
PROJ02576,2019,Este,Comercial,39608530.7,4843519.78,6986808.11,27778202.810000002,47,15,1,Medio,Cumplido,2,15
PROJ02577,2019,Este,Industrial,31245543.47,3779689.83,4540980.2,22924873.44,26,28,8,Bajo,Cumplido,0,4
PROJ02578,2023,Centro,Residencial,31075477.06,4057969.45,3255352.84,23762154.77,22,8,2,Bajo,Cumplido,3,1
PROJ02579,2019,Oeste,Infraestructura,49620192.69,2791452.69,7567981.68,39260758.32,36,9,8,Bajo,Cumplido,3,10
PROJ02580,2020,Oeste,Infraestructura,94820246.2,9846206.0,9602970.97,75371069.23,48,50,2,Bajo,No Cumplido,3,8
PROJ02581,2018,Norte,Comercial,20522233.71,1604223.21,3929570.82,14988439.68,41,12,3,Bajo,Cumplido,3,12
PROJ02582,2019,Este,Residencial,46459592.86,3103163.25,7781237.55,35575192.06,19,31,8,Medio,Cumplido,3,13
PROJ02583,2017,Norte,Comercial,37264787.09,2811863.98,7222161.06,27230762.05000001,43,5,8,Medio,No Cumplido,3,5
PROJ02584,2017,Sur,Industrial,100000000.0,8863135.46,15566842.97,75570021.57,28,24,5,Bajo,Cumplido,4,11
PROJ02585,2022,Norte,Infraestructura,100000000.0,8174574.76,13845667.51,77979757.72999999,31,33,7,Bajo,Cumplido,6,10
PROJ02586,2020,Norte,Residencial,2259820.56,193459.08,405911.5,1660449.98,20,36,7,Bajo,Cumplido,2,12
PROJ02587,2017,Centro,Residencial,49105363.8,2998871.19,7024012.16,39082480.45,50,11,9,Medio,Cumplido,2,3
PROJ02588,2016,Norte,Salud,37523836.18,5476273.51,7260681.21,24786881.46,51,44,10,Medio,No Cumplido,2,3
PROJ02589,2019,Sur,Infraestructura,25227210.42,2768277.77,4394480.64,18064452.01,50,42,6,Alto,Cumplido,4,5
PROJ02590,2019,Norte,Infraestructura,34976894.42,1770129.93,3809298.09,29397466.400000002,56,5,9,Bajo,Cumplido,1,3
PROJ02591,2016,Oeste,Residencial,60798866.99,8354847.73,10786858.22,41657161.04000001,50,36,9,Medio,Cumplido,3,5
PROJ02592,2023,Norte,Infraestructura,72494873.69,5096334.06,13078908.86,54319630.769999996,60,26,6,Medio,Cumplido,3,15
PROJ02593,2017,Centro,Residencial,77247244.02,5110693.94,7982831.77,64153718.31,59,20,7,Medio,Cumplido,3,3
PROJ02594,2020,Centro,Infraestructura,90461685.48,9047592.83,9432950.81,71981141.84,13,48,10,Medio,Cumplido,2,15
PROJ02595,2023,Centro,Residencial,45012427.87,2258763.38,5073438.1,37680226.38999999,37,19,10,Bajo,Cumplido,2,8
PROJ02596,2017,Norte,Comercial,95535043.25,12747062.99,16832210.59,65955769.67,12,26,2,Bajo,Cumplido,2,13
PROJ02597,2019,Sur,Infraestructura,8166731.24,479079.07,1620353.11,6067299.06,33,28,8,Medio,No Cumplido,1,13
PROJ02598,2021,Este,Residencial,12429270.81,908945.75,2262915.6,9257409.46,56,28,5,Medio,Cumplido,5,13
PROJ02599,2016,Centro,Residencial,100000000.0,8349776.73,17259660.35,74390562.91999999,21,16,9,Medio,Cumplido,3,5
PROJ02600,2017,Norte,Infraestructura,100000000.0,8396895.71,14375745.93,77227358.35999998,44,44,4,Bajo,Cumplido,5,2
PROJ02601,2021,Este,Residencial,19719346.39,2409186.6,3275884.38,14034275.41,58,9,6,Bajo,Cumplido,7,12
PROJ02602,2017,Oeste,Educación,92055097.6,5892628.95,11897863.68,74264604.97,37,37,9,Bajo,No Cumplido,2,11
PROJ02603,2015,Oeste,Residencial,99092047.74,13833782.67,14902064.99,70356200.08,15,49,9,Medio,Cumplido,4,2
PROJ02604,2015,Centro,Residencial,31786681.83,2082126.65,4359131.72,25345423.46,22,6,2,Bajo,Cumplido,1,10
PROJ02605,2021,Centro,Industrial,21515819.41,2532823.33,2940303.72,16042692.359999998,24,30,4,Bajo,Cumplido,2,10
PROJ02606,2021,Oeste,Educación,31159821.18,4617231.72,3433669.1,23108920.36,22,47,8,Alto,Cumplido,3,3
PROJ02607,2017,Centro,Educación,11798573.52,1462002.86,1764056.5,8572514.16,49,24,3,Bajo,Cumplido,4,15
PROJ02608,2018,Oeste,Residencial,100000000.0,12630434.82,12094283.59,75275281.59,58,20,4,Medio,Cumplido,2,10
PROJ02609,2017,Norte,Educación,100000000.0,8261656.6,15607082.89,76131260.51,56,14,3,Bajo,Cumplido,1,14
PROJ02610,2015,Este,Comercial,34650846.0,3791784.09,4542042.95,26317018.96,60,45,1,Alto,Cumplido,0,14
PROJ02611,2021,Norte,Industrial,38832475.59,2007965.92,4588128.61,32236381.060000002,27,19,4,Bajo,Cumplido,7,13
PROJ02612,2016,Oeste,Educación,47856815.41,5560258.12,8626129.84,33670427.45,34,15,5,Bajo,Cumplido,1,4
PROJ02613,2019,Norte,Infraestructura,100000000.0,10932698.06,16791880.82,72275421.12,53,25,10,Bajo,Cumplido,3,14
PROJ02614,2019,Oeste,Educación,68056391.59,7596982.72,12824342.79,47635066.080000006,20,14,3,Alto,Cumplido,2,12
PROJ02615,2017,Norte,Salud,16611174.62,2204209.79,2673325.99,11733638.839999998,48,10,4,Bajo,Cumplido,5,3
PROJ02616,2020,Este,Comercial,100000000.0,9941752.71,11720917.43,78337329.85999998,52,24,4,Alto,Cumplido,1,12
PROJ02617,2017,Oeste,Residencial,24010339.45,3455596.38,3456195.98,17098547.09,54,13,3,Bajo,Cumplido,4,3
PROJ02618,2018,Centro,Infraestructura,100000000.0,10343376.76,18217685.56,71438937.67999999,13,20,2,Medio,Cumplido,4,15
PROJ02619,2017,Centro,Industrial,100000000.0,7816603.21,19773307.77,72410089.02000001,49,20,9,Alto,Cumplido,6,14
PROJ02620,2018,Centro,Industrial,100000000.0,5318346.02,17125174.59,77556479.39,32,25,5,Alto,Cumplido,1,14
PROJ02621,2023,Oeste,Salud,100000000.0,12756223.25,11435448.74,75808328.01,36,15,4,Bajo,Cumplido,2,12
PROJ02622,2017,Centro,Residencial,499858.35,31296.23,84840.92,383721.2,37,43,9,Bajo,Cumplido,2,13
PROJ02623,2019,Sur,Residencial,95870189.74,12277061.16,19053225.93,64539902.65,13,47,4,Alto,Cumplido,3,9
PROJ02624,2022,Este,Salud,23080666.9,2577344.8,3876699.98,16626622.119999997,19,15,4,Bajo,Cumplido,3,2
PROJ02625,2018,Sur,Infraestructura,100000000.0,9743181.81,16528518.39,73728299.8,28,44,5,Bajo,No Cumplido,6,6
PROJ02626,2018,Oeste,Infraestructura,100000000.0,9804585.33,19210815.91,70984598.76,12,16,7,Bajo,No Cumplido,4,15
PROJ02627,2018,Oeste,Salud,100000000.0,5926580.74,17973244.17,76100175.09,20,40,1,Bajo,Cumplido,1,12
PROJ02628,2021,Este,Residencial,100000000.0,7227807.05,17742004.55,75030188.4,30,39,9,Medio,Cumplido,2,14
PROJ02629,2017,Norte,Salud,36512735.88,4172847.86,6637470.88,25702417.140000004,48,20,10,Alto,No Cumplido,1,8
PROJ02630,2020,Este,Infraestructura,59079378.29,8112178.83,6434336.65,44532862.81,34,48,6,Medio,Cumplido,3,2
PROJ02631,2023,Sur,Infraestructura,30187372.58,2225421.25,5110185.49,22851765.839999996,50,38,7,Bajo,Cumplido,5,7
PROJ02632,2022,Sur,Comercial,100000000.0,5847769.46,18538150.49,75614080.05000001,30,14,9,Bajo,Cumplido,2,2
PROJ02633,2018,Sur,Comercial,22963426.94,1490406.46,4174317.94,17298702.54,38,23,7,Bajo,No Cumplido,2,2
PROJ02634,2018,Sur,Salud,2691544.34,201800.84,308272.23,2181471.27,22,36,4,Bajo,Cumplido,2,6
PROJ02635,2022,Norte,Residencial,6139459.5,326879.41,809465.22,5003114.87,22,38,10,Bajo,Cumplido,3,1
PROJ02636,2017,Oeste,Educación,99033772.29,7467253.0,14955019.27,76611500.02000001,59,35,4,Bajo,Cumplido,0,7
PROJ02637,2017,Oeste,Residencial,100000000.0,8101580.23,12740747.06,79157672.71,56,11,9,Alto,Cumplido,5,14
PROJ02638,2015,Este,Infraestructura,65420488.19,7496422.0,8111707.21,49812358.98,60,18,5,Bajo,Cumplido,3,10
PROJ02639,2022,Oeste,Residencial,93677033.85,12211280.75,16894953.83,64570799.269999996,31,13,8,Bajo,Cumplido,3,12
PROJ02640,2015,Oeste,Residencial,8069385.83,772315.09,1447251.42,5849819.32,54,12,3,Bajo,Cumplido,2,10
PROJ02641,2020,Oeste,Residencial,63726585.85,5308624.72,12118693.88,46299267.25,28,39,8,Bajo,Cumplido,4,3
PROJ02642,2019,Norte,Residencial,100000000.0,8927492.66,15613040.39,75459466.95,51,29,5,Bajo,Cumplido,4,1
PROJ02643,2023,Norte,Infraestructura,53572870.15,5963461.82,8007183.39,39602224.94,58,8,8,Alto,Cumplido,5,10
PROJ02644,2021,Oeste,Residencial,66305812.3,3379940.29,12329032.53,50596839.48,48,26,10,Medio,Cumplido,2,13
PROJ02645,2019,Sur,Infraestructura,100000000.0,8044771.43,18514958.32,73440270.25,58,50,6,Bajo,Cumplido,5,3
PROJ02646,2016,Oeste,Residencial,47468850.26,4989511.8,6413638.23,36065700.230000004,24,8,9,Bajo,Cumplido,2,9
PROJ02647,2021,Este,Salud,13769678.79,1857284.94,2154400.7,9757993.149999999,39,30,6,Bajo,Cumplido,2,6
PROJ02648,2020,Centro,Infraestructura,1842680.77,105966.64,356763.41,1379950.7200000002,47,48,5,Bajo,Cumplido,3,2
PROJ02649,2023,Este,Comercial,100000000.0,14391499.06,10607755.58,75000745.36,28,40,8,Medio,Cumplido,3,11
PROJ02650,2022,Centro,Residencial,26307475.27,2007053.34,2706844.84,21593577.09,19,44,8,Bajo,Cumplido,2,3
PROJ02651,2019,Norte,Infraestructura,98500103.28,9646243.46,10477216.48,78376643.33999999,21,43,1,Alto,Cumplido,2,12
PROJ02652,2017,Norte,Comercial,1535366.56,93494.41,196671.05,1245201.1,54,6,7,Bajo,Cumplido,2,12
PROJ02653,2017,Oeste,Infraestructura,82046754.23,10555478.58,15118226.03,56373049.620000005,17,23,9,Medio,Cumplido,1,12
PROJ02654,2015,Centro,Residencial,41615119.34,5343073.15,6062837.37,30209208.820000004,18,43,9,Medio,Cumplido,3,8
PROJ02655,2016,Norte,Residencial,100000000.0,14223763.42,12815605.58,72960631.0,47,28,4,Bajo,Cumplido,4,8
PROJ02656,2019,Norte,Industrial,68978388.97,7675968.46,12020934.13,49281486.379999995,60,37,8,Medio,Cumplido,4,9
PROJ02657,2019,Oeste,Educación,38316234.0,5467819.68,6413552.5,26434861.82,28,16,3,Bajo,Cumplido,3,3
PROJ02658,2018,Norte,Residencial,100000000.0,13229860.08,10184509.13,76585630.79,19,38,8,Bajo,Cumplido,5,13
PROJ02659,2015,Centro,Residencial,100000000.0,9149750.75,10985466.32,79864782.93,42,34,5,Medio,Cumplido,3,15
PROJ02660,2020,Este,Infraestructura,11243905.52,1589317.67,1435732.67,8218855.18,57,32,6,Bajo,Cumplido,3,3
PROJ02661,2023,Norte,Residencial,100000000.0,7916652.12,18329060.02,73754287.86,12,40,1,Medio,Cumplido,4,4
PROJ02662,2023,Sur,Salud,5075599.86,480069.71,990016.79,3605513.3600000003,19,24,3,Bajo,Cumplido,6,2
PROJ02663,2022,Norte,Residencial,100000000.0,13228793.29,15154262.27,71616944.44000001,15,40,1,Bajo,Cumplido,4,12
PROJ02664,2017,Este,Comercial,100000000.0,11147567.3,11942488.73,76909943.97,59,18,2,Bajo,Cumplido,2,11
PROJ02665,2020,Oeste,Infraestructura,100000000.0,8311899.0,15626700.33,76061400.67,15,35,3,Bajo,Cumplido,1,1
PROJ02666,2016,Oeste,Residencial,8096222.51,1129178.21,835750.82,6131293.4799999995,36,16,1,Bajo,Cumplido,3,3
PROJ02667,2020,Este,Educación,21688918.56,1100496.03,3434653.93,17153768.599999998,13,18,7,Alto,Cumplido,5,7
PROJ02668,2017,Oeste,Infraestructura,100000000.0,13510895.83,13472558.25,73016545.92,17,26,1,Medio,Cumplido,3,2
PROJ02669,2016,Norte,Residencial,100000000.0,7494599.27,15296029.26,77209371.47,48,46,10,Bajo,Cumplido,1,5
PROJ02670,2017,Centro,Residencial,48694127.07,7225379.59,8476368.37,32992379.110000007,34,8,2,Alto,Cumplido,2,1
PROJ02671,2021,Norte,Industrial,100000000.0,5407359.22,11964125.58,82628515.2,37,35,10,Medio,No Cumplido,2,11
PROJ02672,2022,Centro,Infraestructura,965051.53,62434.18,186325.89,716291.46,17,31,1,Alto,No Cumplido,2,5
PROJ02673,2019,Sur,Infraestructura,24115120.3,1858645.86,3083350.54,19173123.900000002,26,40,9,Bajo,Cumplido,3,6
PROJ02674,2021,Este,Industrial,62052343.56,3920620.19,9965864.66,48165858.71000001,27,11,8,Medio,Cumplido,3,6
PROJ02675,2016,Este,Residencial,27788055.65,2227362.59,4372341.93,21188351.13,49,6,3,Bajo,Cumplido,1,12
PROJ02676,2020,Norte,Residencial,45442601.31,4924829.68,5834993.8,34682777.830000006,14,37,4,Bajo,Cumplido,5,10
PROJ02677,2022,Oeste,Infraestructura,53366887.6,3350737.49,5713564.41,44302585.7,41,23,5,Alto,Cumplido,3,3
PROJ02678,2020,Este,Salud,100000000.0,12042064.74,16459877.71,71498057.55000001,14,38,5,Bajo,Cumplido,3,12
PROJ02679,2019,Centro,Educación,100000000.0,9401372.65,19143166.01,71455461.33999999,19,22,9,Alto,Cumplido,7,7
PROJ02680,2023,Oeste,Residencial,30312009.79,3544290.6,4112122.31,22655596.88,19,6,8,Alto,Cumplido,4,2
PROJ02681,2017,Centro,Educación,15134914.06,1362658.45,2389370.95,11382884.66,28,14,4,Alto,Cumplido,3,4
PROJ02682,2021,Este,Industrial,100000000.0,10422451.43,12243598.31,77333950.25999999,32,50,3,Alto,Cumplido,6,12
PROJ02683,2016,Centro,Residencial,60649188.64,4062646.43,9492508.74,47094033.47,51,9,8,Alto,Cumplido,3,3
PROJ02684,2023,Sur,Comercial,12360647.59,1631055.29,1560384.26,9169208.040000001,30,44,1,Bajo,Cumplido,4,2
PROJ02685,2022,Centro,Infraestructura,39379909.98,4813453.62,7727205.6,26839250.759999998,57,38,2,Medio,Cumplido,3,3
PROJ02686,2016,Norte,Infraestructura,9314923.44,674733.27,1020169.16,7620021.01,53,13,5,Alto,Cumplido,7,5
PROJ02687,2016,Sur,Residencial,38444613.85,2815865.16,5173568.75,30455179.939999998,38,11,3,Medio,Cumplido,1,7
PROJ02688,2016,Norte,Residencial,100000000.0,7290424.06,12583974.4,80125601.53999999,50,13,2,Bajo,Cumplido,6,15
PROJ02689,2022,Centro,Comercial,32691302.97,2125521.72,4535822.72,26029958.53,38,46,3,Medio,Cumplido,3,5
PROJ02690,2023,Oeste,Infraestructura,59490450.19,6264187.03,9085288.32,44140974.839999996,26,46,2,Bajo,Cumplido,5,9
PROJ02691,2018,Norte,Infraestructura,98475976.35,6805300.53,13995896.5,77674779.32,38,50,2,Alto,Cumplido,4,11
PROJ02692,2020,Oeste,Infraestructura,73707056.76,6946489.25,12200488.6,54560078.910000004,48,28,4,Bajo,Cumplido,3,13
PROJ02693,2016,Sur,Infraestructura,29554067.81,1936572.76,5287516.55,22329978.499999996,13,5,9,Alto,Cumplido,0,11
PROJ02694,2016,Centro,Residencial,41136273.01,4434081.64,4838452.14,31863739.229999997,24,12,2,Bajo,Cumplido,3,15
PROJ02695,2015,Oeste,Infraestructura,12321931.1,694740.08,1254490.76,10372700.26,22,21,1,Alto,Cumplido,3,10
PROJ02696,2022,Norte,Infraestructura,2314455.97,305778.88,448745.0,1559932.0900000003,29,18,8,Bajo,Cumplido,7,13
PROJ02697,2021,Este,Infraestructura,100000000.0,8423968.64,13627845.56,77948185.8,25,18,10,Bajo,Cumplido,4,14
PROJ02698,2017,Sur,Industrial,26995148.98,1620117.45,4298418.66,21076612.87,27,49,10,Medio,No Cumplido,3,2
PROJ02699,2021,Sur,Salud,12285582.0,1226844.66,1422735.21,9636002.129999999,26,39,5,Bajo,Cumplido,0,14
PROJ02700,2019,Oeste,Infraestructura,5331041.76,746287.13,944216.2,3640538.4299999997,47,26,9,Medio,Cumplido,0,15
PROJ02701,2016,Sur,Residencial,13485715.97,1378459.83,1928812.44,10178443.700000001,14,37,10,Bajo,Cumplido,1,3
PROJ02702,2015,Centro,Residencial,14596440.9,1632273.06,2436948.15,10527219.69,32,42,8,Medio,Cumplido,2,6
PROJ02703,2019,Sur,Comercial,4531916.57,561301.75,715947.08,3254667.74,25,32,5,Bajo,Cumplido,3,2
PROJ02704,2019,Centro,Residencial,6057633.76,322562.85,1087829.04,4647241.87,51,14,3,Bajo,Cumplido,4,15
PROJ02705,2022,Sur,Residencial,100000000.0,13187377.55,11307809.83,75504812.62,20,30,7,Bajo,Cumplido,1,10
PROJ02706,2015,Centro,Infraestructura,80413210.25,4448759.25,12970401.96,62994049.04,27,19,2,Bajo,Cumplido,1,3
PROJ02707,2015,Norte,Educación,100000000.0,6033408.51,19237778.45,74728813.03999999,32,8,10,Bajo,Cumplido,4,12
PROJ02708,2022,Norte,Residencial,100000000.0,5984052.98,11637039.5,82378907.52,32,18,3,Bajo,Cumplido,2,14
PROJ02709,2015,Sur,Educación,13900512.57,2029164.88,2191909.08,9679438.610000001,30,23,6,Alto,Cumplido,5,8
PROJ02710,2021,Sur,Infraestructura,100000000.0,10315526.02,19600003.46,70084470.52000001,19,17,6,Medio,Cumplido,5,7
PROJ02711,2019,Sur,Industrial,100000000.0,5012928.73,11074713.22,83912358.05,42,46,10,Bajo,Cumplido,6,15
PROJ02712,2021,Centro,Residencial,14743478.72,2086429.72,1538192.04,11118856.96,39,38,2,Medio,Cumplido,3,9
PROJ02713,2022,Este,Educación,8218857.47,1199765.98,978229.7,6040861.79,23,44,6,Alto,Cumplido,1,10
PROJ02714,2021,Sur,Residencial,100000000.0,14708804.73,10218606.71,75072588.56,14,22,7,Alto,Cumplido,3,7
PROJ02715,2021,Sur,Infraestructura,29275160.17,2612146.88,4596213.02,22066800.270000003,12,34,8,Medio,No Cumplido,2,9
PROJ02716,2021,Oeste,Infraestructura,6477816.13,531721.88,1090003.97,4856090.28,59,6,3,Alto,Cumplido,0,5
PROJ02717,2015,Sur,Infraestructura,100000000.0,11661103.7,10055249.72,78283646.58,12,13,6,Alto,No Cumplido,4,2
PROJ02718,2022,Este,Industrial,61563574.67,5037775.5,8919007.84,47606791.33,41,35,10,Alto,Cumplido,3,7
PROJ02719,2020,Norte,Infraestructura,11249186.24,1190742.25,1543564.18,8514879.81,54,46,3,Bajo,Cumplido,5,2
PROJ02720,2017,Oeste,Residencial,100000000.0,6004128.36,17691314.7,76304556.94,47,26,4,Alto,Cumplido,4,7
PROJ02721,2017,Oeste,Residencial,40041743.92,3140218.61,7139782.8,29761742.51,54,38,6,Medio,Cumplido,1,5
PROJ02722,2019,Oeste,Salud,100000000.0,14118325.55,17359731.61,68521942.84,40,30,5,Bajo,Cumplido,6,8
PROJ02723,2015,Norte,Residencial,100000000.0,5205613.79,10016851.44,84777534.77,30,43,10,Alto,Cumplido,3,1
PROJ02724,2019,Centro,Infraestructura,100000000.0,10035427.24,11881435.72,78083137.04,49,30,4,Bajo,Cumplido,5,8
PROJ02725,2022,Centro,Comercial,66389943.37,4502003.06,6704277.77,55183662.53999999,21,5,6,Alto,Cumplido,3,4
PROJ02726,2018,Norte,Infraestructura,3033158.7,409502.04,603675.2,2019981.4600000002,21,9,10,Bajo,Cumplido,4,11
PROJ02727,2023,Oeste,Educación,55078412.3,5641040.07,10658822.37,38778549.86,44,44,9,Bajo,Cumplido,1,11
PROJ02728,2021,Este,Residencial,71630514.88,10473461.79,10881931.52,50275121.56999999,57,15,3,Bajo,Cumplido,8,5
PROJ02729,2021,Norte,Infraestructura,100000000.0,10187469.41,12246798.76,77565731.83,43,30,1,Alto,Cumplido,2,9
PROJ02730,2020,Oeste,Infraestructura,100000000.0,7904272.15,15959597.33,76136130.52,18,38,8,Alto,No Cumplido,2,12
PROJ02731,2017,Oeste,Comercial,59400676.2,3717449.29,7359674.87,48323552.04000001,27,9,5,Alto,No Cumplido,2,13
PROJ02732,2021,Sur,Industrial,100000000.0,5123696.11,14254060.69,80622243.2,33,31,2,Bajo,Cumplido,2,9
PROJ02733,2021,Norte,Comercial,966822.56,94031.16,178868.2,693923.2,49,34,2,Medio,Cumplido,4,2
PROJ02734,2020,Centro,Residencial,54310528.01,5901418.06,8186331.29,40222778.66,40,47,7,Bajo,Cumplido,4,10
PROJ02735,2015,Oeste,Salud,100000000.0,6599601.27,18547284.87,74853113.86,55,17,3,Bajo,Cumplido,3,4
PROJ02736,2017,Centro,Salud,70204414.68,5881791.44,13116527.89,51206095.35000001,16,8,3,Bajo,Cumplido,3,9
PROJ02737,2016,Centro,Residencial,100000000.0,8806514.62,15503564.57,75689920.81,18,44,6,Bajo,Cumplido,3,8
PROJ02738,2021,Sur,Industrial,100000000.0,8518328.17,18438224.2,73043447.63,43,35,4,Bajo,Cumplido,9,12
PROJ02739,2016,Sur,Comercial,100000000.0,10955701.08,14406179.17,74638119.75,18,27,8,Bajo,Cumplido,1,1
PROJ02740,2019,Norte,Infraestructura,100000000.0,10235511.31,18797314.15,70967174.53999999,54,15,6,Bajo,Cumplido,3,1
PROJ02741,2017,Norte,Educación,30157547.81,3019064.59,3469150.88,23669332.34,48,38,2,Bajo,Cumplido,3,2
PROJ02742,2016,Oeste,Residencial,100000000.0,7676847.52,13923335.26,78399817.22,59,21,7,Alto,Cumplido,3,9
PROJ02743,2020,Este,Residencial,100000000.0,13025176.99,19231697.9,67743125.11000001,52,6,1,Medio,Cumplido,3,2
PROJ02744,2017,Oeste,Salud,100000000.0,14779606.03,11938553.9,73281840.07,60,43,7,Bajo,Cumplido,1,12
PROJ02745,2016,Centro,Infraestructura,77566858.53,9832116.59,13615453.87,54119288.07,39,50,9,Bajo,No Cumplido,3,10
PROJ02746,2020,Norte,Comercial,100000000.0,5956629.03,13976794.01,80066576.96,52,20,9,Bajo,Cumplido,6,10
PROJ02747,2017,Norte,Industrial,18460401.88,2727580.55,3301160.93,12431660.399999999,59,39,7,Medio,Cumplido,1,3
PROJ02748,2021,Norte,Residencial,100000000.0,11707396.96,13100765.78,75191837.25999999,35,29,6,Medio,Cumplido,6,10
PROJ02749,2021,Norte,Educación,32351619.67,1889216.12,4814963.22,25647440.330000002,39,21,8,Medio,Cumplido,4,13
PROJ02750,2017,Este,Residencial,100000000.0,14690675.4,10945374.16,74363950.44,38,13,8,Medio,Cumplido,2,9
PROJ02751,2015,Oeste,Infraestructura,6500377.42,726369.08,998168.56,4775839.779999999,41,7,1,Medio,Cumplido,2,1
PROJ02752,2019,Norte,Educación,100000000.0,5249030.65,12317176.55,82433792.8,13,47,5,Bajo,Cumplido,3,2
PROJ02753,2020,Este,Infraestructura,100000000.0,7245363.62,11895347.97,80859288.41,25,19,10,Medio,Cumplido,1,15
PROJ02754,2022,Sur,Industrial,49406521.71,5035919.7,6095607.88,38274994.129999995,50,47,6,Bajo,No Cumplido,7,2
PROJ02755,2018,Este,Infraestructura,18130121.19,2617265.55,3181399.27,12331456.370000001,27,12,9,Bajo,Cumplido,1,1
PROJ02756,2021,Norte,Residencial,100000000.0,5505885.76,14908914.6,79585199.64,40,47,5,Alto,Cumplido,2,9
PROJ02757,2020,Norte,Comercial,41454613.08,3949915.68,4701717.45,32802979.95,51,26,9,Bajo,Cumplido,6,11
PROJ02758,2020,Este,Educación,100000000.0,5905339.2,14795765.88,79298894.92,41,10,8,Medio,Cumplido,10,4
PROJ02759,2017,Norte,Comercial,100000000.0,9137652.08,19348230.79,71514117.13,47,6,5,Medio,No Cumplido,2,10
PROJ02760,2015,Norte,Infraestructura,100000000.0,6363652.66,19040226.47,74596120.87,24,42,5,Bajo,No Cumplido,4,4
PROJ02761,2020,Este,Industrial,100000000.0,13276996.3,11396886.14,75326117.56,36,15,3,Alto,Cumplido,1,14
PROJ02762,2016,Oeste,Comercial,2372346.16,191968.75,353892.12,1826485.29,45,37,7,Alto,Cumplido,1,15
PROJ02763,2018,Centro,Residencial,100000000.0,12663227.9,14965098.49,72371673.61,59,13,8,Medio,Cumplido,4,1
PROJ02764,2015,Oeste,Residencial,22396491.37,1373494.25,3924183.63,17098813.490000002,54,11,3,Alto,Cumplido,3,4
PROJ02765,2022,Este,Residencial,100000000.0,14608985.96,15371415.65,70019598.38999999,14,46,9,Bajo,Cumplido,2,12
PROJ02766,2016,Norte,Comercial,93306425.28,9898163.39,10292492.41,73115769.48,52,14,5,Medio,Cumplido,4,1
PROJ02767,2018,Oeste,Industrial,100000000.0,7369872.9,19698857.47,72931269.63,57,34,1,Bajo,Cumplido,2,8
PROJ02768,2021,Este,Residencial,86096679.4,11211205.09,16484940.97,58400533.34,60,17,9,Bajo,Cumplido,1,12
PROJ02769,2020,Este,Infraestructura,67504088.92,7272568.36,10485522.22,49745998.34,56,23,9,Alto,Cumplido,3,9
PROJ02770,2021,Sur,Educación,88501622.99,6573429.96,11630127.43,70298065.6,49,32,5,Bajo,Cumplido,2,5
PROJ02771,2021,Norte,Residencial,100000000.0,11611842.26,13492756.74,74895401.0,28,25,10,Bajo,Cumplido,6,8
PROJ02772,2016,Sur,Residencial,9395163.78,1064415.61,1592089.74,6738658.429999999,51,9,9,Bajo,Cumplido,0,2
PROJ02773,2020,Centro,Comercial,100000000.0,14616486.78,10643399.71,74740113.50999999,28,49,4,Medio,Cumplido,4,6
PROJ02774,2019,Este,Residencial,100000000.0,12185338.12,10858186.24,76956475.64,58,16,6,Medio,Cumplido,4,12
PROJ02775,2022,Este,Residencial,20292855.88,2362140.39,3800930.35,14129785.139999999,48,21,4,Bajo,No Cumplido,2,9
PROJ02776,2021,Norte,Industrial,19700016.73,1599304.82,2868781.27,15231930.64,13,46,9,Medio,Cumplido,5,3
PROJ02777,2018,Sur,Salud,85666695.64,10933409.9,10615669.28,64117616.45999999,41,44,3,Medio,Cumplido,2,10
PROJ02778,2017,Sur,Residencial,100000000.0,5870591.63,15459031.22,78670377.15,33,9,3,Bajo,Cumplido,3,1
PROJ02779,2018,Norte,Residencial,26159862.95,1614393.69,2727455.45,21818013.81,25,43,1,Medio,Cumplido,5,6
PROJ02780,2021,Sur,Comercial,31423996.51,2139087.24,5038573.6,24246335.67,13,20,7,Bajo,Cumplido,4,12
PROJ02781,2020,Norte,Residencial,10125520.1,1120823.24,1642209.34,7362487.52,44,33,10,Bajo,Cumplido,3,11
